1::Benadryl 1::Cold|Cough
1567::Vicks Nyquil D Cold and Flu Nighttime Relief 6::Cold
1568::Coricidin HBP Cold & Flu 6::Cold
1569::Vicks Dayquil Cold & Flu Relief 6::Cold
1570::Promethazine DM 6::Cold
1571::carboplatin 6::Cancer
1572::Adriamycin 6::Cancer
1573::Cytoxan 6::Cancer
1574::Adrucil 6::Cancer
1575::fluorouracil 6::Cancer
1576::cyclophosphamide 6::Cancer
1577::doxorubicin 6::Cancer
1578::etoposide 6::Cancer
1579::Paraplatin 6::Cancer
1580::Cosmegen 6::Cancer
1581::Ethyol 6::Cancer
1582::Cytoxan Lyophilized 6::Cancer
1583::Leukeran 6::Cancer
1584::Vincasar PFS 6::Cancer
1585::Oncovin 6::Cancer
1586::Toposar 6::Cancer
1587::vincristine 6::Cancer
1588::Etopophos 6::Cancer
1589::Fludara 6::Cancer
1590::Neosar 6::Cancer
1591::amifostine 6::Cancer
1592::chlorambucil 6::Cancer
1593::Hycamtin 6::Cancer
1594::Ifex 6::Cancer
1595::Mustargen 6::Cancer
1596::Aricept 6::Alzheimer
1597::Namenda 6::Alzheimer
1598::donepezil 6::Alzheimer
1599::Exelon 6::Alzheimer
1600::Aricept ODT 6::Alzheimer
1601::memantine 6::Alzheimer
1602::Namenda XR 6::Alzheimer
1603::Razadyne ER 6::Alzheimer
1604::galantamine 6::Alzheimer
1605::Razadyne 6::Alzheimer
1606::rivastigmine 6::Alzheimer
1607::Alpha E 6::Alzheimer
1608::vitamin e 6::Alzheimer
1609::Hydergine 6::Alzheimer
1610::Namzaric 6::Alzheimer
1611::Aqua-E 6::Alzheimer
1612::Aqua Gem-E 6::Alzheimer
1613::Aquasol E 6::Alzheimer
1614::Aquavite-E 6::Alzheimer
1615::Nutr-E-Sol 6::Alzheimer
1616::donepezil / memantine 6::Alzheimer
1617::E-400 Clear 6::Alzheimer
1618::E-600 6::Alzheimer
1619::E-Gems 6::Alzheimer
1620::ergoloid mesylates 6::Alzheimer
1621::sumatriptan 6::Migraine
1622::Imitrex 6::Migraine
1623::Maxalt 6::Migraine
1624::Relpax 6::Migraine
1625::Amerge 6::Migraine
1626::Axert 6::Migraine
1627::Butalbital Compound 6::Migraine
1628::Treximet 6::Migraine
1629::Zomig 6::Migraine
1630::Maxalt-MLT 6::Migraine
1631::Excedrin Migraine 6::Migraine
1632::Cambia 6::Migraine
1633::Fiorinal 6::Migraine
1634::gabapentinOFF LABEL 6::Migraine
1635::Frova 6::Migraine
1636::rizatriptan 6::Migraine
1637::Reglan 6::Migraine
1638::cyclobenzaprineOFF LABEL 6::Migraine
1639::Excedrin 6::Migraine
1640::aspirin / butalbital / caffeine 6::Migraine
1641::naratriptan 6::Migraine
1642::NorflexOFF LABEL 6::Migraine
1643::Botox 6::Migraine
1644::MethergineOFF LABEL 6::Migraine
1645::Migranal 6::Migraine
1646::Cafergot 6::Migraine
1647::diclofenac 6::Migraine
1648::Imitrex Statdose 6::Migraine
1649::almotriptan 6::Migraine
1650::zolmitriptan 6::Migraine
1651::metoclopramide 6::Migraine
1652::naproxen / sumatriptan 6::Migraine
1653::acetaminophen / aspirin / caffeine 6::Migraine
1654::eletriptan 6::Migraine
1655::Imitrex Nasal 6::Migraine
1656::Sumavel DosePro 6::Migraine
1657::cyproheptadine 6::Migraine
1658::dihydroergotamine 6::Migraine
1659::frovatriptan 6::Migraine
1660::Migergot 6::Migraine
1661::orphenadrineOFF LABEL 6::Migraine
1662::Zomig-ZMT 6::Migraine
1663::acetaminophen / aspirin / caffeine / salicylamide 6::Migraine
1664::Alsuma 6::Migraine
1665::caffeine / ergotamine 6::Migraine
1666::ergotamine 6::Migraine
1667::venlafaxineOFF LABEL 6::Migraine
1668::AntiflexOFF LABEL 6::Migraine
1669::D.H.E. 45 6::Migraine
1670::Farbital 6::Migraine
1671::NorflexOFF LABEL 6::Migraine
1672::onabotulinumtoxinA 6::Migraine
1673::Onzetra Xsail 6::Migraine
1674::OrfroOFF LABEL 6::Migraine
1675::orphenadrineOFF LABEL 6::Migraine
1676::OrphenateOFF LABEL 6::Migraine
1677::Painaid 6::Migraine
1678::Reglan 6::Migraine
1679::Relpax 6::Migraine
1680::rizatriptan 6::Migraine
1681::sumatriptan 6::Migraine
1682::Sumavel DosePro 6::Migraine
1683::Treximet 6::Migraine
1684::Vanquish 6::Migraine
1685::venlafaxineOFF LABEL 6::Migraine
1686::Zecuity 6::Migraine
1687::Zembrace SymTouch 6::Migraine
1688::zolmitriptan 6::Migraine
1689::Zomig 6::Migraine
1690::Zomig-ZMT 6::Migraine
1691::Cymbalta 6::Depression
1692::Lexapro 6::Depression
1693::Zoloft 6::Depression
1694::Celexa 6::Depression
1695::Prozac 6::Depression
1696::Wellbutrin XL 6::Depression
1697::citalopram 6::Depression
1698::Abilify 6::Depression
1699::bupropion 6::Depression
1700::Xanax 6::Depression
1701::Effexor XR 6::Depression
1702::sertraline 6::Depression
1703::Wellbutrin 6::Depression
1704::fluoxetine 6::Depression
1705::Pristiq 6::Depression
1706::Effexor 6::Depression
1707::Paxil 6::Depression
1708::venlafaxine 6::Depression
1709::Wellbutrin SR 6::Depression
1710::trazodone 6::Depression
1711::Remeron 6::Depression
1712::Viibryd 6::Depression
1713::escitalopram 6::Depression
1714::mirtazapine 6::Depression
1715::paroxetine 6::Depression
1716::Seroquel XR 6::Depression
1717::amitriptyline 6::Depression
1718::alprazolam 6::Depression
1719::Deplin 6::Depression
1720::ZyprexaOFF LABEL 6::Depression
1721::duloxetine 6::Depression
1722::nortriptyline 6::Depression
1723::tramadolOFF LABEL 6::Depression
1724::Fetzima 6::Depression
1725::lamotrigineOFF LABEL 6::Depression
1726::Alprazolam Intensol 6::Depression
1727::aripiprazole 6::Depression
1728::Budeprion SR 6::Depression
1729::Budeprion XL 6::Depression
1730::Desyrel 6::Depression
1731::Niravam 6::Depression
1732::Oleptro 6::Depression
1733::quetiapine 6::Depression
1734::Serzone 6::Depression
1735::Xanax XR 6::Depression
1736::Aplenzin 6::Depression
1737::Desyrel Dividose 6::Depression
1738::doxepin 6::Depression
1739::Forfivo XL 6::Depression
1740::lithiumOFF LABEL 6::Depression
1741::olanzapineOFF LABEL 6::Depression
1742::Paxil CR 6::Depression
1743::risperidoneOFF LABEL 6::Depression
1744::Symbyax 6::Depression
1745::Asendin 6::Depression
1746::desipramine 6::Depression
1747::desvenlafaxine 6::Depression
1748::Emsam 6::Depression
1749::imipramine 6::Depression
1750::Irenka 6::Depression
1751::Methylin ER 6::Depression
1752::methylphenidate 6::Depression
1753::Nardil 6::Depression
1754::nefazodone 6::Depression
1755::Pamelor 6::Depression
1756::Parnate 6::Depression
1757::Pexeva 6::Depression
1758::Prozac Weekly 6::Depression
1759::Rapiflux 6::Depression
1760::Remeron SolTab 6::Depression
1761::Sinequan 6::Depression
1762::Abilify Discmelt 6::Depression
1763::amitriptyline / chlordiazepoxide 6::Depression
1764::amoxapine 6::Depression
1765::Anafranil 6::Depression
1766::Ambien 6::Insomnia
1767::trazodoneOFF LABEL 6::Insomnia
1768::zolpidem 6::Insomnia
1769::Lunesta 6::Insomnia
1770::Ativan 6::Insomnia
1771::Dalmane 6::Insomnia
1772::Restoril 6::Insomnia
1773::Ambien CR 6::Insomnia
1774::temazepam 6::Insomnia
1775::Zyprexa ZydisOFF LABEL 6::Insomnia
1776::Prosom 6::Insomnia
1777::amitriptyline 6::Insomnia
1778::Halcion 6::Insomnia
1779::Rozerem 6::Insomnia
1780::Advil PM 6::Insomnia
1781::Belsomra 6::Insomnia
1782::lorazepam 6::Insomnia
1783::clonazepamOFF LABEL 6::Insomnia
1784::Silenor 6::Insomnia
1785::Sonata 6::Insomnia
1786::Intermezzo 6::Insomnia
1787::Unisom SleepTabs 6::Insomnia
1788::ZyprexaOFF LABEL 6::Insomnia
1789::Tylenol PM 6::Insomnia
1790::diphenhydramine 6::Insomnia
1791::doxepin 6::Insomnia
1792::gabapentinOFF LABEL 6::Insomnia
1793::eszopiclone 6::Insomnia
1794::mirtazapineOFF LABEL 6::Insomnia
1795::doxylamine 6::Insomnia
1796::flurazepam 6::Insomnia
1797::Seconal 6::Insomnia
1798::triazolam 6::Insomnia
1799::quetiapineOFF LABEL 6::Insomnia
1800::diphenhydramine / ibuprofen 6::Insomnia
1801::estazolam 6::Insomnia
1802::olanzapineOFF LABEL 6::Insomnia
1803::Seconal Sodium 6::Insomnia
1804::zaleplon 6::Insomnia
1805::Doral 6::Insomnia
1806::Edluar 6::Insomnia
1807::secobarbital 6::Insomnia
1808::Zolpimist 6::Insomnia
1809::acetaminophen / diphenhydramine 6::Insomnia
1810::chloral hydrate 6::Insomnia
1811::Compoz Nighttime Sleep Aid 6::Insomnia
1812::Nytol 6::Insomnia
1813::oxazepamOFF LABEL 6::Insomnia
1814::quazepam 6::Insomnia
1815::ramelteon 6::Insomnia
1816::Simply Sleep 6::Insomnia
1817::Sominex 6::Insomnia
1818::Unisom SleepGels 6::Insomnia
1819::Unisom SleepMelts 6::Insomnia
1820::butabarbitalOFF LABEL 6::Insomnia
1821::Nytol QuickCaps 6::Insomnia
1822::pentobarbitalOFF LABEL 6::Insomnia
1823::phenobarbitalOFF LABEL 6::Insomnia
1824::Sleepinal 6::Insomnia
1825::suvorexant 6::Insomnia
1826::Tranquil Nighttime Sleep Aid 6::Insomnia
1827::Twilite 6::Insomnia
1828::Z-Sleep 6::Insomnia
1829::ZzzQuil 6::Insomnia
1830::Aceta-Gesic 6::Insomnia
1831::Aldex AN 6::Insomnia
1832::Aldex AN Chewable 6::Insomnia
1833::Aleve PM 6::Insomnia
1834::amobarbitalOFF LABEL 6::Insomnia
1835::Aquachloral Supprettes 6::Insomnia
1836::Care One Sleep Aid 6::Insomnia
1837::dimenhydrinateOFF LABEL 6::Insomnia
1838::diphenhydramine / magnesium salicylate 6::Insomnia
1839::diphenhydramine / naproxen 6::Insomnia
1840::Doans PM 6::Insomnia
1841::Doxytex 6::Insomnia
1842::Equaline Sleep Aid 6::Insomnia
1843::Equate Sleep Aid 6::Insomnia
1844::Excedrin PM 6::Insomnia
1845::Headache Relief PM 6::Insomnia
1846::Hetlioz 6::Insomnia
1847::Ibuprofen PM 6::Insomnia
1848::Legatrin PM 6::Insomnia
1849::Mapap PM 6::Insomnia
1850::Medi-Sleep 6::Insomnia
1851::Midol PM 6::Insomnia
1852::Motrin PM 6::Insomnia
1853::Night Time Pain 6::Insomnia
1854::Nighttime Sleepaid 6::Insomnia
1855::Pain Relief PM Extra Strength 6::Insomnia
1856::Percogesic Extra Strength 6::Insomnia
1857::Sleep Aid 6::Insomnia
1858::tasimelteon 6::Insomnia
1859::Tylenol Sore Throat Nighttime 6::Insomnia
1860::Unisom PM Pain 6::Insomnia
1861::Benadryl 7::Cold|Cough
1862::diphenhydramine 7::Cold
1863::chlorpheniramine 7::Cold
1864::Tussionex Pennkinetic 7::Cold
1865::Acetaminophen 7::Cold
1866::chlorpheniramine 7::Cold
1867::phenylephrine 7::Cold
1868::Tylenol Cold 7::Cold
1869::Banophen 7::Cold
1870::Chlor­Trimeton 7::Cold
1871::Coricidin HBP Maximum Strength Flu 7::Cold
1872::TussiCaps 7::Cold
1873::Tylenol Cold MultiSymptom 7::Cold
1874::Sudafed PE Sinus & Allergy 7::Cold
1875::pseudoephedrine /triprolidine 7::Cold
1876::Sudafed PE Cold & Cough 7::Cold
1877::Vicks Nyquil D Cold and Flu Nighttime Relief 7::Cold
1878::Coricidin HBP Cold & Flu 7::Cold
1879::Vicks Dayquil Cold & Flu Relief 7::Cold
1880::Promethazine DM 7::Cold
1881::carboplatin 7::Cancer
1882::Adriamycin 7::Cancer
1883::Cytoxan 7::Cancer
1884::Adrucil 7::Cancer
1885::fluorouracil 7::Cancer
1886::cyclophosphamide 7::Cancer
1887::doxorubicin 7::Cancer
1888::etoposide 7::Cancer
1889::Paraplatin 7::Cancer
1890::Cosmegen 7::Cancer
1891::Ethyol 7::Cancer
1892::Cytoxan Lyophilized 7::Cancer
1893::Leukeran 7::Cancer
1894::Vincasar PFS 7::Cancer
1895::Oncovin 7::Cancer
1896::Toposar 7::Cancer
1897::vincristine 7::Cancer
1898::Etopophos 7::Cancer
1899::Fludara 7::Cancer
1900::Neosar 7::Cancer
1901::amifostine 7::Cancer
1902::chlorambucil 7::Cancer
1903::Hycamtin 7::Cancer
1904::Ifex 7::Cancer
1905::Mustargen 7::Cancer
1906::Aricept 7::Alzheimer
1907::Namenda 7::Alzheimer
1908::donepezil 7::Alzheimer
1909::Exelon 7::Alzheimer
1910::Aricept ODT 7::Alzheimer
1911::memantine 7::Alzheimer
1912::Namenda XR 7::Alzheimer
1913::Razadyne ER 7::Alzheimer
1914::galantamine 7::Alzheimer
1915::Razadyne 7::Alzheimer
1916::rivastigmine 7::Alzheimer
1917::Alpha E 7::Alzheimer
1918::vitamin e 7::Alzheimer
1919::Hydergine 7::Alzheimer
1920::Namzaric 7::Alzheimer
1921::Aqua-E 7::Alzheimer
1922::Aqua Gem-E 7::Alzheimer
1923::Aquasol E 7::Alzheimer
1924::Aquavite-E 7::Alzheimer
1925::Nutr-E-Sol 7::Alzheimer
1926::donepezil / memantine 7::Alzheimer
1927::E-400 Clear 7::Alzheimer
1928::E-600 7::Alzheimer
1929::E-Gems 7::Alzheimer
1930::ergoloid mesylates 7::Alzheimer
1931::sumatriptan 7::Migraine
1932::Imitrex 7::Migraine
1933::Maxalt 7::Migraine
1934::Relpax 7::Migraine
1935::Amerge 7::Migraine
1936::Axert 7::Migraine
1937::Butalbital Compound 7::Migraine
1938::Treximet 7::Migraine
1939::Zomig 7::Migraine
1940::Maxalt-MLT 7::Migraine
1941::Excedrin Migraine 7::Migraine
1942::Cambia 7::Migraine
1943::Fiorinal 7::Migraine
1944::gabapentinOFF LABEL 7::Migraine
1945::Frova 7::Migraine
1946::rizatriptan 7::Migraine
1947::Reglan 7::Migraine
1948::cyclobenzaprineOFF LABEL 7::Migraine
1949::Excedrin 7::Migraine
1950::aspirin / butalbital / caffeine 7::Migraine
1951::naratriptan 7::Migraine
1952::NorflexOFF LABEL 7::Migraine
1953::Botox 7::Migraine
1954::MethergineOFF LABEL 7::Migraine
1955::Migranal 7::Migraine
1956::Cafergot 7::Migraine
1957::diclofenac 7::Migraine
1958::Imitrex Statdose 7::Migraine
1959::almotriptan 7::Migraine
1960::zolmitriptan 7::Migraine
1961::metoclopramide 7::Migraine
1962::naproxen / sumatriptan 7::Migraine
1963::acetaminophen / aspirin / caffeine 7::Migraine
1964::eletriptan 7::Migraine
1965::Imitrex Nasal 7::Migraine
1966::Sumavel DosePro 7::Migraine
1967::cyproheptadine 7::Migraine
1968::dihydroergotamine 7::Migraine
1969::frovatriptan 7::Migraine
1970::Migergot 7::Migraine
1971::orphenadrineOFF LABEL 7::Migraine
1972::Zomig-ZMT 7::Migraine
1973::acetaminophen / aspirin / caffeine / salicylamide 7::Migraine
1974::Alsuma 7::Migraine
1975::caffeine / ergotamine 7::Migraine
1976::ergotamine 7::Migraine
1977::venlafaxineOFF LABEL 7::Migraine
1978::AntiflexOFF LABEL 7::Migraine
1979::D.H.E. 45 7::Migraine
1980::Farbital 7::Migraine
1981::NorflexOFF LABEL 7::Migraine
1982::onabotulinumtoxinA 7::Migraine
1983::Onzetra Xsail 7::Migraine
1984::OrfroOFF LABEL 7::Migraine
1985::orphenadrineOFF LABEL 7::Migraine
1986::OrphenateOFF LABEL 7::Migraine
1987::Painaid 7::Migraine
1988::Reglan 7::Migraine
1989::Relpax 7::Migraine
1990::rizatriptan 7::Migraine
1991::sumatriptan 7::Migraine
1992::Sumavel DosePro 7::Migraine
1993::Treximet 7::Migraine
1994::Vanquish 7::Migraine
1995::venlafaxineOFF LABEL 7::Migraine
1996::Zecuity 7::Migraine
1997::Zembrace SymTouch 7::Migraine
1998::zolmitriptan 7::Migraine
1999::Zomig 7::Migraine
2000::Zomig-ZMT 7::Migraine
2001::Cymbalta 7::Depression
2002::Lexapro 7::Depression
2003::Zoloft 7::Depression
2004::Celexa 7::Depression
2005::Prozac 7::Depression
2006::Wellbutrin XL 7::Depression
2007::citalopram 7::Depression
2008::Abilify 7::Depression
2009::bupropion 7::Depression
2010::Xanax 7::Depression
2011::Effexor XR 7::Depression
2012::sertraline 7::Depression
2013::Wellbutrin 7::Depression
2014::fluoxetine 7::Depression
2015::Pristiq 7::Depression
2016::Effexor 7::Depression
2017::Paxil 7::Depression
2018::venlafaxine 7::Depression
2019::Wellbutrin SR 7::Depression
2020::trazodone 7::Depression
2021::Remeron 7::Depression
2022::Viibryd 7::Depression
2023::escitalopram 7::Depression
2024::mirtazapine 7::Depression
2025::paroxetine 7::Depression
2026::Seroquel XR 7::Depression
2027::amitriptyline 7::Depression
2028::alprazolam 7::Depression
2029::Deplin 7::Depression
2030::ZyprexaOFF LABEL 7::Depression
2031::duloxetine 7::Depression
2032::nortriptyline 7::Depression
2033::tramadolOFF LABEL 7::Depression
2034::Fetzima 7::Depression
2035::lamotrigineOFF LABEL 7::Depression
2036::Alprazolam Intensol 7::Depression
2037::aripiprazole 7::Depression
2038::Budeprion SR 7::Depression
2039::Budeprion XL 7::Depression
2040::Desyrel 7::Depression
2041::Niravam 7::Depression
2042::Oleptro 7::Depression
2043::quetiapine 7::Depression
2044::Serzone 7::Depression
2045::Xanax XR 7::Depression
2046::Aplenzin 7::Depression
2047::Desyrel Dividose 7::Depression
2048::doxepin 7::Depression
2049::Forfivo XL 7::Depression
2050::lithiumOFF LABEL 7::Depression
2051::olanzapineOFF LABEL 7::Depression
2052::Paxil CR 7::Depression
2053::risperidoneOFF LABEL 7::Depression
2054::Symbyax 7::Depression
2055::Asendin 7::Depression
2056::desipramine 7::Depression
2057::desvenlafaxine 7::Depression
2058::Emsam 7::Depression
2059::imipramine 7::Depression
2060::Irenka 7::Depression
2061::Methylin ER 7::Depression
2062::methylphenidate 7::Depression
2063::Nardil 7::Depression
2064::nefazodone 7::Depression
2065::Pamelor 7::Depression
2066::Parnate 7::Depression
2067::Pexeva 7::Depression
2068::Prozac Weekly 7::Depression
2069::Rapiflux 7::Depression
2070::Remeron SolTab 7::Depression
2071::Sinequan 7::Depression
2072::Abilify Discmelt 7::Depression
2073::amitriptyline / chlordiazepoxide 7::Depression
2074::amoxapine 7::Depression
2075::Anafranil 7::Depression
2076::Ambien 7::Insomnia
2077::trazodoneOFF LABEL 7::Insomnia
2078::zolpidem 7::Insomnia
2079::Lunesta 7::Insomnia
2080::Ativan 7::Insomnia
2081::Dalmane 7::Insomnia
2082::Restoril 7::Insomnia
2083::Ambien CR 7::Insomnia
2084::temazepam 7::Insomnia
2085::Zyprexa ZydisOFF LABEL 7::Insomnia
2086::Prosom 7::Insomnia
2087::amitriptyline 7::Insomnia
2088::Halcion 7::Insomnia
2089::Rozerem 7::Insomnia
2090::Advil PM 7::Insomnia
2091::Belsomra 7::Insomnia
2092::lorazepam 7::Insomnia
2093::clonazepamOFF LABEL 7::Insomnia
2094::Silenor 7::Insomnia
2095::Sonata 7::Insomnia
2096::Intermezzo 7::Insomnia
2097::Unisom SleepTabs 7::Insomnia
2098::ZyprexaOFF LABEL 7::Insomnia
2099::Tylenol PM 7::Insomnia
2100::diphenhydramine 7::Insomnia
2101::doxepin 7::Insomnia
2102::gabapentinOFF LABEL 7::Insomnia
2103::eszopiclone 7::Insomnia
2104::mirtazapineOFF LABEL 7::Insomnia
2105::doxylamine 7::Insomnia
2106::flurazepam 7::Insomnia
2107::Seconal 7::Insomnia
2108::triazolam 7::Insomnia
2109::quetiapineOFF LABEL 7::Insomnia
2110::diphenhydramine / ibuprofen 7::Insomnia
2111::estazolam 7::Insomnia
2112::olanzapineOFF LABEL 7::Insomnia
2113::Seconal Sodium 7::Insomnia
2114::zaleplon 7::Insomnia
2115::Doral 7::Insomnia
2116::Edluar 7::Insomnia
2117::secobarbital 7::Insomnia
2118::Zolpimist 7::Insomnia
2119::acetaminophen / diphenhydramine 7::Insomnia
2120::chloral hydrate 7::Insomnia
2121::Compoz Nighttime Sleep Aid 7::Insomnia
2122::Nytol 7::Insomnia
2123::oxazepamOFF LABEL 7::Insomnia
2124::quazepam 7::Insomnia
2125::ramelteon 7::Insomnia
2126::Simply Sleep 7::Insomnia
2127::Sominex 7::Insomnia
2128::Unisom SleepGels 7::Insomnia
2129::Unisom SleepMelts 7::Insomnia
2130::butabarbitalOFF LABEL 7::Insomnia
2131::Nytol QuickCaps 7::Insomnia
2132::pentobarbitalOFF LABEL 7::Insomnia
2133::phenobarbitalOFF LABEL 7::Insomnia
2134::Sleepinal 7::Insomnia
2135::suvorexant 7::Insomnia
2136::Tranquil Nighttime Sleep Aid 7::Insomnia
2137::Twilite 7::Insomnia
2138::Z-Sleep 7::Insomnia
2139::ZzzQuil 7::Insomnia
2140::Aceta-Gesic 7::Insomnia
2141::Aldex AN 7::Insomnia
2142::Aldex AN Chewable 7::Insomnia
2143::Aleve PM 7::Insomnia
2144::amobarbitalOFF LABEL 7::Insomnia
2145::Aquachloral Supprettes 7::Insomnia
2146::Care One Sleep Aid 7::Insomnia
2147::dimenhydrinateOFF LABEL 7::Insomnia
2148::diphenhydramine / magnesium salicylate 7::Insomnia
2149::diphenhydramine / naproxen 7::Insomnia
2150::Doans PM 7::Insomnia
2151::Doxytex 7::Insomnia
2152::Equaline Sleep Aid 7::Insomnia
2153::Equate Sleep Aid 7::Insomnia
2154::Excedrin PM 7::Insomnia
2155::Headache Relief PM 7::Insomnia
2156::Hetlioz 7::Insomnia
2157::Ibuprofen PM 7::Insomnia
2158::Legatrin PM 7::Insomnia
2159::Mapap PM 7::Insomnia
2160::Medi-Sleep 7::Insomnia
2161::Midol PM 7::Insomnia
2162::Motrin PM 7::Insomnia
2163::Night Time Pain 7::Insomnia
2164::Nighttime Sleepaid 7::Insomnia
2165::Pain Relief PM Extra Strength 7::Insomnia
2166::Percogesic Extra Strength 7::Insomnia
2167::Sleep Aid 7::Insomnia
2168::tasimelteon 7::Insomnia
2169::Tylenol Sore Throat Nighttime 7::Insomnia
2170::Unisom PM Pain 7::Insomnia
2171::Benadryl 8::Cold|Cough
2172::diphenhydramine 8::Cold
2173::chlorpheniramine 8::Cold
2174::Tussionex Pennkinetic 8::Cold
2175::Acetaminophen 8::Cold
2176::chlorpheniramine 8::Cold
2177::phenylephrine 8::Cold
2178::Tylenol Cold 8::Cold
2179::Banophen 8::Cold
2180::Chlor­Trimeton 8::Cold
2181::Coricidin HBP Maximum Strength Flu 8::Cold
2182::TussiCaps 8::Cold
2183::Tylenol Cold MultiSymptom 8::Cold
2184::Sudafed PE Sinus & Allergy 8::Cold
2185::pseudoephedrine /triprolidine 8::Cold
2186::Sudafed PE Cold & Cough 8::Cold
2187::Vicks Nyquil D Cold and Flu Nighttime Relief 8::Cold
2188::Coricidin HBP Cold & Flu 8::Cold
2189::Vicks Dayquil Cold & Flu Relief 8::Cold
2190::Promethazine DM 8::Cold
2191::carboplatin 8::Cancer
2192::Adriamycin 8::Cancer
2193::Cytoxan 8::Cancer
2194::Adrucil 8::Cancer
2195::fluorouracil 8::Cancer
2196::cyclophosphamide 8::Cancer
2197::doxorubicin 8::Cancer
2198::etoposide 8::Cancer
2199::Paraplatin 8::Cancer
2200::Cosmegen 8::Cancer
2201::Ethyol 8::Cancer
2202::Cytoxan Lyophilized 8::Cancer
2203::Leukeran 8::Cancer
2204::Vincasar PFS 8::Cancer
2205::Oncovin 8::Cancer
2206::Toposar 8::Cancer
2207::vincristine 8::Cancer
2208::Etopophos 8::Cancer
2209::Fludara 8::Cancer
2210::Neosar 8::Cancer
2211::amifostine 8::Cancer
2212::chlorambucil 8::Cancer
2213::Hycamtin 8::Cancer
2214::Ifex 8::Cancer
2215::Mustargen 8::Cancer
2216::Aricept 8::Alzheimer
2217::Namenda 8::Alzheimer
2218::donepezil 8::Alzheimer
2219::Exelon 8::Alzheimer
2220::Aricept ODT 8::Alzheimer
2221::memantine 8::Alzheimer
2222::Namenda XR 8::Alzheimer
2223::Razadyne ER 8::Alzheimer
2224::galantamine 8::Alzheimer
2225::Razadyne 8::Alzheimer
2226::rivastigmine 8::Alzheimer
2227::Alpha E 8::Alzheimer
2228::vitamin e 8::Alzheimer
2229::Hydergine 8::Alzheimer
2230::Namzaric 8::Alzheimer
2231::Aqua-E 8::Alzheimer
2232::Aqua Gem-E 8::Alzheimer
2233::Aquasol E 8::Alzheimer
2234::Aquavite-E 8::Alzheimer
2235::Nutr-E-Sol 8::Alzheimer
2236::donepezil / memantine 8::Alzheimer
2237::E-400 Clear 8::Alzheimer
2238::E-600 8::Alzheimer
2239::E-Gems 8::Alzheimer
2240::ergoloid mesylates 8::Alzheimer
2241::sumatriptan 8::Migraine
2242::Imitrex 8::Migraine
2243::Maxalt 8::Migraine
2244::Relpax 8::Migraine
2245::Amerge 8::Migraine
2246::Axert 8::Migraine
2247::Butalbital Compound 8::Migraine
2248::Treximet 8::Migraine
2249::Zomig 8::Migraine
2250::Maxalt-MLT 8::Migraine
2251::Excedrin Migraine 8::Migraine
2252::Cambia 8::Migraine
2253::Fiorinal 8::Migraine
2254::gabapentinOFF LABEL 8::Migraine
2255::Frova 8::Migraine
2256::rizatriptan 8::Migraine
2257::Reglan 8::Migraine
2258::cyclobenzaprineOFF LABEL 8::Migraine
2259::Excedrin 8::Migraine
2260::aspirin / butalbital / caffeine 8::Migraine
2261::naratriptan 8::Migraine
2262::NorflexOFF LABEL 8::Migraine
2263::Botox 8::Migraine
2264::MethergineOFF LABEL 8::Migraine
2265::Migranal 8::Migraine
2266::Cafergot 8::Migraine
2267::diclofenac 8::Migraine
2268::Imitrex Statdose 8::Migraine
2269::almotriptan 8::Migraine
2270::zolmitriptan 8::Migraine
2271::metoclopramide 8::Migraine
2272::naproxen / sumatriptan 8::Migraine
2273::acetaminophen / aspirin / caffeine 8::Migraine
2274::eletriptan 8::Migraine
2275::Imitrex Nasal 8::Migraine
2276::Sumavel DosePro 8::Migraine
2277::cyproheptadine 8::Migraine
2278::dihydroergotamine 8::Migraine
2279::frovatriptan 8::Migraine
2280::Migergot 8::Migraine
2281::orphenadrineOFF LABEL 8::Migraine
2282::Zomig-ZMT 8::Migraine
2283::acetaminophen / aspirin / caffeine / salicylamide 8::Migraine
2284::Alsuma 8::Migraine
2285::caffeine / ergotamine 8::Migraine
2286::ergotamine 8::Migraine
2287::venlafaxineOFF LABEL 8::Migraine
2288::AntiflexOFF LABEL 8::Migraine
2289::D.H.E. 45 8::Migraine
2290::Farbital 8::Migraine
2291::NorflexOFF LABEL 8::Migraine
2292::onabotulinumtoxinA 8::Migraine
2293::Onzetra Xsail 8::Migraine
2294::OrfroOFF LABEL 8::Migraine
2295::orphenadrineOFF LABEL 8::Migraine
2296::OrphenateOFF LABEL 8::Migraine
2297::Painaid 8::Migraine
2298::Reglan 8::Migraine
2299::Relpax 8::Migraine
2300::rizatriptan 8::Migraine
2301::sumatriptan 8::Migraine
2302::Sumavel DosePro 8::Migraine
2303::Treximet 8::Migraine
2304::Vanquish 8::Migraine
2305::venlafaxineOFF LABEL 8::Migraine
2306::Zecuity 8::Migraine
2307::Zembrace SymTouch 8::Migraine
2308::zolmitriptan 8::Migraine
2309::Zomig 8::Migraine
2310::Zomig-ZMT 8::Migraine
2311::Cymbalta 8::Depression
2312::Lexapro 8::Depression
2313::Zoloft 8::Depression
2314::Celexa 8::Depression
2315::Prozac 8::Depression
2316::Wellbutrin XL 8::Depression
2317::citalopram 8::Depression
2318::Abilify 8::Depression
2319::bupropion 8::Depression
2320::Xanax 8::Depression
2321::Effexor XR 8::Depression
2322::sertraline 8::Depression
2323::Wellbutrin 8::Depression
2324::fluoxetine 8::Depression
2325::Pristiq 8::Depression
